hit_from,hit_to,query_from,query_to,hit_gaps,query_gaps,align_from,align_to,align_len,identity,query_strand,hit_strand,bit_score,evalue,hit_seqid,hit_genome_id,query_genome_id,hit_taxonomy_id,query_taxonomy_id,gff_seqid,gff_source,gff_type,gff_start,gff_end,gff_score,gff_strand,gff_phase,gff_gene_id,gff_attribute:ID
10039864,10040048,0,184,0,0,10039864,10040048,184,184,+,+,340.904,8.54627e-93,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057579.2-7
10039329,10039613,0,284,0,0,10039329,10039613,284,273,+,+,464.629,7.88686e-130,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810221,9810505,None,-,None,107998360,exon-XM_017057579.2-8
10038756,10038902,0,146,0,0,10038756,10038902,146,144,+,+,259.651,1.8734e-68,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9809655,9809801,None,-,None,107998360,exon-XM_017057579.2-9
10035801,10036023,0,222,0,0,10035801,10036023,222,216,+,+,377.837,8.07062e-104,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806777,9806999,None,-,None,107998360,exon-XM_017057579.2-10
10035353,10035729,0,376,0,0,10035353,10035729,376,361,+,+,612.361,3.61075e-174,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806330,9806706,None,-,None,107998360,exon-XM_017057579.2-11
10035080,10035267,0,187,0,0,10035080,10035267,187,179,+,+,302.124,4.10894e-81,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806053,9806240,None,-,None,107998360,exon-XM_017057579.2-12
10034826,10034983,0,157,0,0,10034826,10034983,157,156,+,+,285.504,3.3718e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805798,9805955,None,-,None,107998360,exon-XM_017057579.2-13
10034502,10034746,0,244,0,0,10034502,10034746,244,238,+,+,418.463,5.2863e-116,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805462,9805706,None,-,None,107998360,exon-XM_017057579.2-14
10034194,10034412,0,218,0,0,10034194,10034412,218,212,+,+,370.45,1.32308e-101,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805153,9805371,None,-,None,107998360,exon-XM_017057579.2-15
10033756,10034067,0,311,0,0,10033756,10034067,311,300,+,+,514.489,8.52927e-145,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9804717,9805028,None,-,None,107998360,exon-XM_017057579.2-16
10029789,10033008,0,3264,91,46,10029789,10033481,3310,3066,+,+,4634.36,0,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_017057579.2-17
10033005,10033359,3332,3692,7,1,10029673,10033365,361,339,+,+,538.495,6.50493e-151,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_017057579.2-17
10051282,10051758,0,479,3,0,10051282,10051761,479,462,+,+,787.793,0,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9822131,9822610,None,-,None,107998360,exon-XM_017057576.3-1
10047996,10048079,0,83,0,0,10047996,10048079,83,83,+,+,154.392,4.43427e-37,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9818813,9818896,None,-,None,107998360,exon-XM_017057576.3-2
10044583,10044767,0,184,0,0,10044583,10044767,184,181,+,+,324.284,8.60694e-88,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9815467,9815651,None,-,None,107998360,exon-XM_017057576.3-3
10042397,10042527,0,130,0,0,10042397,10042527,130,130,+,+,241.185,5.88848e-63,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9813302,9813432,None,-,None,107998360,exon-XM_017057576.3-4
10041166,10041364,0,198,0,0,10041166,10041364,198,198,+,+,366.757,1.53415e-100,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9812028,9812226,None,-,None,107998360,exon-XM_017057576.3-5
10040846,10041061,0,215,0,0,10040846,10041061,215,211,+,+,375.99,2.79957e-103,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9811706,9811921,None,-,None,107998360,exon-XM_017057576.3-6
10039864,10040048,0,184,0,0,10039864,10040048,184,184,+,+,340.904,8.54627e-93,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057576.3-7
10039329,10039613,0,284,0,0,10039329,10039613,284,273,+,+,464.629,7.88686e-130,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810221,9810505,None,-,None,107998360,exon-XM_017057576.3-8
10038756,10038902,0,146,0,0,10038756,10038902,146,144,+,+,259.651,1.8734e-68,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9809655,9809801,None,-,None,107998360,exon-XM_017057576.3-9
10035801,10036047,0,246,0,0,10035801,10036047,246,240,+,+,422.156,4.12388e-117,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806777,9807023,None,-,None,107998360,exon-XM_017057576.3-10
10035353,10035729,0,376,0,0,10035353,10035729,376,361,+,+,612.361,3.61075e-174,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806330,9806706,None,-,None,107998360,exon-XM_017057576.3-11
10035080,10035267,0,187,0,0,10035080,10035267,187,179,+,+,302.124,4.10894e-81,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806053,9806240,None,-,None,107998360,exon-XM_017057576.3-12
10034826,10034983,0,157,0,0,10034826,10034983,157,156,+,+,285.504,3.3718e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805798,9805955,None,-,None,107998360,exon-XM_017057576.3-13
10034502,10034746,0,244,0,0,10034502,10034746,244,238,+,+,418.463,5.2863e-116,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805462,9805706,None,-,None,107998360,exon-XM_017057576.3-14
10034194,10034412,0,218,0,0,10034194,10034412,218,212,+,+,370.45,1.32308e-101,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805153,9805371,None,-,None,107998360,exon-XM_017057576.3-15
10033756,10034067,0,311,0,0,10033756,10034067,311,300,+,+,514.489,8.52927e-145,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9804717,9805028,None,-,None,107998360,exon-XM_017057576.3-16
10029789,10033008,0,3264,91,46,10029789,10033481,3310,3066,+,+,4634.36,0,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_017057576.3-17
10033005,10033359,3332,3692,7,1,10029673,10033365,361,339,+,+,538.495,6.50493e-151,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_017057576.3-17
10051282,10051339,0,57,0,0,10051282,10051339,57,56,+,+,100.839,3.37645e-21,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9822131,9822188,None,-,None,107998360,exon-XM_062082649.1-1
10047996,10048079,0,83,0,0,10047996,10048079,83,83,+,+,154.392,4.43427e-37,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9818813,9818896,None,-,None,107998360,exon-XM_062082649.1-2
10041166,10041364,0,198,0,0,10041166,10041364,198,198,+,+,366.757,1.53415e-100,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9812028,9812226,None,-,None,107998360,exon-XM_062082649.1-3
10040846,10041061,0,215,0,0,10040846,10041061,215,211,+,+,375.99,2.79957e-103,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9811706,9811921,None,-,None,107998360,exon-XM_062082649.1-4
10039864,10040048,0,184,0,0,10039864,10040048,184,184,+,+,340.904,8.54627e-93,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_062082649.1-5
10039329,10039613,0,284,0,0,10039329,10039613,284,273,+,+,464.629,7.88686e-130,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810221,9810505,None,-,None,107998360,exon-XM_062082649.1-6
10038756,10038902,0,146,0,0,10038756,10038902,146,144,+,+,259.651,1.8734e-68,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9809655,9809801,None,-,None,107998360,exon-XM_062082649.1-7
10035801,10036047,0,246,0,0,10035801,10036047,246,240,+,+,422.156,4.12388e-117,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806777,9807023,None,-,None,107998360,exon-XM_062082649.1-8
10035353,10035729,0,376,0,0,10035353,10035729,376,361,+,+,612.361,3.61075e-174,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806330,9806706,None,-,None,107998360,exon-XM_062082649.1-9
10035080,10035267,0,187,0,0,10035080,10035267,187,179,+,+,302.124,4.10894e-81,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806053,9806240,None,-,None,107998360,exon-XM_062082649.1-10
10034826,10034983,0,157,0,0,10034826,10034983,157,156,+,+,285.504,3.3718e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805798,9805955,None,-,None,107998360,exon-XM_062082649.1-11
10034502,10034746,0,244,0,0,10034502,10034746,244,238,+,+,418.463,5.2863e-116,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805462,9805706,None,-,None,107998360,exon-XM_062082649.1-12
10034194,10034412,0,218,0,0,10034194,10034412,218,212,+,+,370.45,1.32308e-101,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805153,9805371,None,-,None,107998360,exon-XM_062082649.1-13
10033756,10034067,0,311,0,0,10033756,10034067,311,300,+,+,514.489,8.52927e-145,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9804717,9805028,None,-,None,107998360,exon-XM_062082649.1-14
10029789,10033008,0,3264,91,46,10029789,10033481,3310,3066,+,+,4634.36,0,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_062082649.1-15
10033005,10033359,3332,3692,7,1,10029673,10033365,361,339,+,+,538.495,6.50493e-151,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_062082649.1-15
10044583,10044767,0,184,0,0,10044583,10044767,184,181,+,+,324.284,8.60694e-88,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9815467,9815651,None,-,None,107998360,exon-XM_062082648.1-1
10041166,10041364,0,198,0,0,10041166,10041364,198,198,+,+,366.757,1.53415e-100,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9812028,9812226,None,-,None,107998360,exon-XM_062082648.1-2
10040846,10041061,0,215,0,0,10040846,10041061,215,211,+,+,375.99,2.79957e-103,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9811706,9811921,None,-,None,107998360,exon-XM_062082648.1-3
10039864,10040048,0,184,0,0,10039864,10040048,184,184,+,+,340.904,8.54627e-93,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_062082648.1-4
10039329,10039613,0,284,0,0,10039329,10039613,284,273,+,+,464.629,7.88686e-130,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9810221,9810505,None,-,None,107998360,exon-XM_062082648.1-5
10038756,10038902,0,146,0,0,10038756,10038902,146,144,+,+,259.651,1.8734e-68,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9809655,9809801,None,-,None,107998360,exon-XM_062082648.1-6
10035801,10036047,0,246,0,0,10035801,10036047,246,240,+,+,422.156,4.12388e-117,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806777,9807023,None,-,None,107998360,exon-XM_062082648.1-7
10035353,10035729,0,376,0,0,10035353,10035729,376,361,+,+,612.361,3.61075e-174,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806330,9806706,None,-,None,107998360,exon-XM_062082648.1-8
10035080,10035267,0,187,0,0,10035080,10035267,187,179,+,+,302.124,4.10894e-81,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9806053,9806240,None,-,None,107998360,exon-XM_062082648.1-9
10034826,10034983,0,157,0,0,10034826,10034983,157,156,+,+,285.504,3.3718e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805798,9805955,None,-,None,107998360,exon-XM_062082648.1-10
10034502,10034746,0,244,0,0,10034502,10034746,244,238,+,+,418.463,5.2863e-116,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805462,9805706,None,-,None,107998360,exon-XM_062082648.1-11
10034194,10034412,0,218,0,0,10034194,10034412,218,212,+,+,370.45,1.32308e-101,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9805153,9805371,None,-,None,107998360,exon-XM_062082648.1-12
10033756,10034067,0,311,0,0,10033756,10034067,311,300,+,+,514.489,8.52927e-145,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9804717,9805028,None,-,None,107998360,exon-XM_062082648.1-13
10029789,10033008,0,3264,91,46,10029789,10033481,3310,3066,+,+,4634.36,0,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_062082648.1-14
10033005,10033359,3332,3692,7,1,10029673,10033365,361,339,+,+,538.495,6.50493e-151,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,Gnomon,exon,9800567,9804259,None,-,None,107998360,exon-XM_062082648.1-14
10051282,10051421,0,139,0,0,10051282,10051423,139,136,+,+,241.185,6.50537e-63,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9822131,9822272,None,-,None,107998360,exon-NM_001328481.1-1
10047996,10048079,0,83,0,0,10047996,10048079,83,83,+,+,154.392,4.43427e-37,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9818813,9818896,None,-,None,107998360,exon-NM_001328481.1-2
10044583,10044767,0,184,0,0,10044583,10044767,184,181,+,+,324.284,8.60694e-88,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9815467,9815651,None,-,None,107998360,exon-NM_001328481.1-3
10042397,10042509,0,112,0,0,10042397,10042509,112,112,+,+,207.945,5.00544e-53,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9813302,9813414,None,-,None,107998360,exon-NM_001328481.1-4
10041166,10041364,0,198,0,0,10041166,10041364,198,198,+,+,366.757,1.53415e-100,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9812028,9812226,None,-,None,107998360,exon-NM_001328481.1-5
10040846,10041061,0,215,0,0,10040846,10041061,215,211,+,+,375.99,2.79957e-103,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9811706,9811921,None,-,None,107998360,exon-NM_001328481.1-6
10039864,10040048,0,184,0,0,10039864,10040048,184,184,+,+,340.904,8.54627e-93,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9810735,9810919,None,-,None,107998360,exon-NM_001328481.1-7
10039329,10039613,0,284,0,0,10039329,10039613,284,273,+,+,464.629,7.88686e-130,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9810221,9810505,None,-,None,107998360,exon-NM_001328481.1-8
10038756,10038902,0,146,0,0,10038756,10038902,146,144,+,+,259.651,1.8734e-68,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9809655,9809801,None,-,None,107998360,exon-NM_001328481.1-9
10035801,10036023,0,222,0,0,10035801,10036023,222,216,+,+,377.837,8.07062e-104,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9806777,9806999,None,-,None,107998360,exon-NM_001328481.1-10
10035353,10035729,0,376,0,0,10035353,10035729,376,361,+,+,612.361,3.61075e-174,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9806330,9806706,None,-,None,107998360,exon-NM_001328481.1-11
10035080,10035267,0,187,0,0,10035080,10035267,187,179,+,+,302.124,4.10894e-81,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9806053,9806240,None,-,None,107998360,exon-NM_001328481.1-12
10034826,10034983,0,157,0,0,10034826,10034983,157,156,+,+,285.504,3.3718e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9805798,9805955,None,-,None,107998360,exon-NM_001328481.1-13
10034502,10034746,0,244,0,0,10034502,10034746,244,238,+,+,418.463,5.2863e-116,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9805462,9805706,None,-,None,107998360,exon-NM_001328481.1-14
10034194,10034412,0,218,0,0,10034194,10034412,218,212,+,+,370.45,1.32308e-101,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9805153,9805371,None,-,None,107998360,exon-NM_001328481.1-15
10033756,10034067,0,311,0,0,10033756,10034067,311,300,+,+,514.489,8.52927e-145,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9804717,9805028,None,-,None,107998360,exon-NM_001328481.1-16
10033184,10033359,0,175,0,0,10033184,10033359,175,168,+,+,285.504,3.83159e-76,NC_037649.1,GCF_003254395.2,GCF_029169275.1,7460,7461,NC_083863.1,BestRefSeq,exon,9804084,9804259,None,-,None,107998360,exon-NM_001328481.1-17
29809351,29809476,1,126,0,0,29809350,29809477,125,105,+,+,121.153,1.30515e-26,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9813302,9813429,None,-,None,107998360,exon-XM_017057580.2-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057580.2-7
29809351,29809476,1,126,0,0,29809350,29809477,125,105,+,+,121.153,1.30515e-26,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9813302,9813429,None,-,None,107998360,exon-XM_017057577.2-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057577.2-7
29809351,29809462,1,112,0,0,29809350,29809462,111,93,+,+,106.379,3.11712e-22,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9813302,9813414,None,-,None,107998360,exon-XM_017057578.2-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057578.2-7
29809351,29809480,1,130,0,0,29809350,29809480,129,108,+,+,122.999,3.73552e-27,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9813302,9813432,None,-,None,107998360,exon-XM_017057579.2-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057579.2-7
29809351,29809480,1,130,0,0,29809350,29809480,129,108,+,+,122.999,3.73552e-27,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9813302,9813432,None,-,None,107998360,exon-XM_017057576.3-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_017057576.3-7
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_062082649.1-5
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,Gnomon,exon,9810735,9810919,None,-,None,107998360,exon-XM_062082648.1-4
29809351,29809462,1,112,0,0,29809350,29809462,111,93,+,+,106.379,3.11712e-22,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,BestRefSeq,exon,9813302,9813414,None,-,None,107998360,exon-NM_001328481.1-4
29803023,29803205,0,182,0,0,29803023,29803207,182,165,+,+,243.031,4.13541e-63,NC_052666.1,GCF_016802725.1,GCF_029169275.1,13686,7461,NC_083863.1,BestRefSeq,exon,9810735,9810919,None,-,None,107998360,exon-NM_001328481.1-7
11200833,11200923,205,295,0,0,11200628,11200928,90,75,+,-,84.2195,3.21743e-15,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36555559,36555859,None,+,None,6039750,exon-XM_038258722.1-2
11191863,11191936,146,219,0,0,11191717,11192145,73,70,+,-,119.306,1.29403e-25,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36570373,36570801,None,+,None,6039750,exon-XM_038258722.1-6
11200833,11200923,205,295,0,0,11200628,11200928,90,75,+,-,84.2195,3.21743e-15,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36555559,36555859,None,+,None,6039750,exon-XM_038258725.1-2
11191863,11191936,146,219,0,0,11191717,11192145,73,70,+,-,119.306,1.29403e-25,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36570373,36570801,None,+,None,6039750,exon-XM_038258725.1-6
11200833,11200923,153,243,0,0,11200680,11200928,90,75,+,-,84.2195,2.60682e-15,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36555611,36555859,None,+,None,6039750,exon-XM_038258723.1-2
11191863,11191936,146,219,0,0,11191717,11192145,73,70,+,-,119.306,1.29403e-25,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36570373,36570801,None,+,None,6039750,exon-XM_038258723.1-6
11200833,11200923,153,243,0,0,11200680,11200928,90,75,+,-,84.2195,2.60682e-15,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36555611,36555859,None,+,None,6039750,exon-XM_038258724.1-2
11191863,11191936,146,219,0,0,11191717,11192145,73,70,+,-,119.306,1.29403e-25,NC_064601.1,GCF_943734735.2,GCF_015732765.1,7165,7176,NC_051863.1,Gnomon,exon,36570373,36570801,None,+,None,6039750,exon-XM_038258724.1-6
